Name	Standardized SMILES	SMILES (ionized)	Exp (logK)	Prediction	Set	AD evaluation	ALOGP	P_VSA_i_2	MLOGP	P_VSA_p_3	Eta_betaP	CATS2D_00_LL	C.	PCD	Ui	N.	totalcharge	CATS2D_00_PP	C.024	nCsp2	MLOGP2	GATS1i	SpMax2_Bh.p.	nBM	MATS5e	AMW	F01.C.N.	T.O..O.	J_D.Dt	SpMax_AEA.dm.
Domperidone	O=C2Nc1ccccc1N2CCCN5CCC(N4C(=O)Nc3cc(ccc34)Cl)CC5	ClC1=CC=C2N(C3CCN(CCCN4C(=O)NC5=CC=CC=C45)CC3)C(=O)NC2=C1	1.049028829	1.33458974576	EVS	reliable	2.454	105.439	2.533	144.588	17	11	40.7	2.331	3.17	9.3	0	0	7	14	6.414	1.506	3.871	14	-0.09	7.888	13	12	13.0796	3.821
Tolamolol	O=C(N)c2ccc(OCCNCC(O)COc1ccccc1C)cc2	CC1=CC=CC=C1OCC(O)C[NH2+]CCOC1=CC=C(C=C1)C(N)=O	1.01012837	0.74387298121	EVS	reliable	0.796	119.594	-2.025	119.594	14.5	11	38	2.008	3	4	1	2	8	13	4.1	1.232	3.836	13	-0.065	6.909	3	47	12.2179	3.5
Promethazine	c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C	CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)[NH+](C)C	1.004798883	0.94293682112	EVS	reliable	2.83	112.149	-0.422	144.368	13	10	41.5	2.452	2.807	4.9	1	1	8	12	0.178	1.281	3.707	12	-0.065	6.963	6	0	17.6263	4.606
Maprotiline	c1ccc3c(c1)C4c2ccccc2C3(CCCNC)CC4	C[NH2+]CCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21	0.907997321	0.96531450704	EVS	reliable	2.886	109.192	1.157	109.192	12	18	44.4	2.377	2.807	2.2	1	1	8	12	1.338	1.035	3.707	12	-0.011	6.188	2	0	18.4637	4.054
Pirmenol	OC(c1ncccc1)(c2ccccc2)CCCN3C(C)CCCC3C	CC1CCCC(C)[NH+]1CCCC(O)(C1=CC=CC=C1)C1=NC=CC=C1	0.8255759	0.8352797995	EVS	reliable	2.864	123.228	-0.51	123.228	12	16	39.3	1.541	2.807	3.6	1	1	8	11	0.26	1.325	3.791	12	0.031	6.063	5	0	11.8477	4.035
Cefmetazole	N#CCSCC(=O)NC3(OC)(C(=O)N2C(C(=O)O)=C(CSc1nnnn1C)CSC23)	COC1(NC(=O)CSCC#N)C2SCC(CSC3=NN=NN3C)=C(N2C1=O)C([O-])=O	0.753327667	0.30128139905	EVS	reliable	-0.632	62.239	0.996	158.898	13.5	4	32.6	1.295	3.248	15.2	-1	0	0	6	0.992	1.159	3.6	10	-0.238	10.23	9	52	14.1886	4.759
Ibandronic Acid (Ibandronate)	O=P(O)(O)C(O)(CCN(C)CCCCC)P(=O)(O)O	CCCCC[NH+](C)CCC(O)(P(O)([O-])=O)P([O-])([O-])=O	0.753327667	-0.78499135403	EVS	reliable	-3.355	31.571	-4.501	31.571	3	5	22.5	0.177	1.585	2.5	-2	1	0	0	20.258	1.884	3.638	2	0.065	7.931	3	66	18	4.065
Indoramin	O=C(NC3CCN(CCc2c[nH]c1ccccc12)CC3)c4ccccc4	O=C(NC1CC[NH+](CCC2=CNC3=CC=CC=C23)CC1)C1=CC=CC=C1	0.753327667	1.00748112402	EVS	reliable	1.786	124.047	-0.801	124.047	15.5	15	42.3	2.821	3.322	5.8	1	1	9	15	0.642	1.251	3.858	17	-0.054	6.702	7	0	11.4987	3.571
Acetylcysteine, N-	O=C(O)C(NC(=O)C)CS	CC(=O)NC(CS)C([O-])=O	0.688629171	-1.01617764333	EVS	reliable	-1.174	21.144	-0.349	59.708	3	1	27.8	0.292	1.585	5.6	-1	0	0	2	0.122	1.488	3.22	2	0.249	9.012	2	12	9	3.824
Flunitrazepam	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))[N+](=O)[O-])C	CN1C2=CC=C(C=C2C(=NCC1=O)C1=CC=CC=C1F)[N+]([O-])=O	0.688629171	0.97957473275	EVS	reliable	2.82	105.303	2.965	105.303	18.5	9	45.7	2.762	3.459	8.6	0	0	7	14	8.791	1.035	3.776	16	-0.046	8.952	6	18	17.0916	3.797
Hydrocortisone	O=C3C=C2CCC1C4CCC(O)(C(=O)CO)C4(C)(CC(O)C1C2(C)CC3)	CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO	0.602059991	0.3798689578	EVS	reliable	1.217	58.321	1.618	58.321	4.5	16	37.5	0.492	2	0	0	0	0	4	2.619	1.137	3.807	3	-0.03	6.473	0	68	21.9068	4.303
Zopiclone	O=C(Oc2c3nccnc3(c(O)n2(c1ncc(cc1)Cl)))N4CCN(C)CC4	CN1CCN(CC1)C(=O)OC1=C2NC=CN=C2C(=O)N1C1=NC=C(Cl)C=C1	0.602059991	0.283322703865	EVS	reliable	0.105	90.538	1.009	129.686	14	3	38.6	2.23	3.17	13.6	0	0	2	12	1.018	1.762	3.671	11	-0.086	8.837	15	12	14.3268	3.945
Tilidine	O=C(OCC)C2(c1ccccc1)(CCC=CC2(N(C)C))	CCOC(=O)C1(CCC=CC1[NH+](C)C)C1=CC=CC=C1	0.575407797	0.75858937757	EVS	reliable	1.651	111.99	-0.755	111.99	8.5	12	38.6	1.295	2.585	2.3	1	1	5	9	0.57	1.405	3.681	8	-0.198	6.237	3	2	12.7328	4.274
Carmustine (BCNU)	O=NN(C(=O)NCCCl)CCCl	ClCCNC(=O)N(CCCl)N=O	0.524762889	-1.25558816815	EVS	reliable	1.199	14.186	0.812	92.484	3	2	23.8	0.256	1.585	14.3	0	0	0	1	0.659	1.925	3.33	2	-0.05	10.194	4	4	11	3.67
Clarithromycin	O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(OC)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC	0.524762889	0.33442610831	EVS	reliable	0.5	149.993	-3.648	149.993	3	18	31.1	0.062	1.585	0.8	1	1	0	2	13.308	1.674	3.723	2	-0.019	6.14	3	564	28.0062	3.951
Etomidate	O=C(OCC)c1cncn1C(c2ccccc2)C	CCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1	0.524762889	0.85495865919	EVS	reliable	2.38	100.424	2.37	100.424	11.5	8	41.2	2.095	2.907	5.9	0	0	5	10	5.617	1.477	3.683	12	-0.206	7.186	5	2	11.3708	3.699
Mitoxantrone	Oc1ccc(O)c2c(O)c3c(ccc(NCC=NCCO)c3(c(O)c12))NCCNCCO	OCC[NH2+]CCNC1=C2C(O)=C3C(O)=CC=C(O)C3=C(O)C2=C(NCC=NCCO)C=C1	0.477121255	0.26147491783	EVS	reliable	-0.535	73.286	-4.548	73.286	18.5	8	36.1	3.759	3.322	6.6	1	1	4	15	20.687	1.244	3.727	17	0.126	7.304	8	137	21.01	3.563
Vecuronium Bromide	O=C(OC5CC6CCC1C(CCC2(C)(C(OC(=O)C)C(CC12)[N+]3(C)(CCCCC3)))C6(C)(CC5(N4CCCCC4)))C	CC(=O)OC1C(CC2C3CCC4CC(OC(C)=O)C(CC4(C)C3CCC12C)[NH+]1CCCCC1)[N+]1(C)CCCCC1	0.477121255	0.75375403728	EVS	reliable	2.587	99.452	-2.21	99.452	3	23	34.7	0.083	1.585	2	2	2	0	2	4.883	1.57	3.844	2	0.015	5.703	7	52	19.6009	3.94
Quinidine	OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(C=C)C4	COC1=CC=C2N=CC=C(C(O)C3CC4CC[NH+]3CC4C=C)C2=C1	0.454258372	0.46753941438	EVS	reliable	1.173	105.505	-1.492	105.505	11.5	12	40.8	2.412	2.907	4.1	1	1	4	11	2.226	1.298	3.873	12	0.078	6.642	5	6	14.4311	3.488
Rifabutin	O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5C2=NC6(N=C2C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)=C(O)c5(c(O)c4C))(CCN(CC6)CC(C)C))C)C	COC1C=COC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C([O-])=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C1=NC3(CC[NH+](CC(C)C)CC3)N=C21	0.388860351	0.65597271769	EVS	reliable	3.167	207.523	-2.001	207.523	24	26	37.4	4.543	3.858	3.3	0	1	0	19	4.002	1.401	3.822	19	0.067	6.887	9	458	33.7163	4.283
Penicillin G	O=C(O)C3N2C(=O)C(NC(=O)Cc1ccccc1)C2SC3(C)(C)	CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C([O-])=O	0.176091259	0.14753947186	EVS	reliable	0.634	86.876	1.821	119.095	10.5	10	40	1.095	2.807	5	-1	0	5	9	3.316	1.236	3.843	9	-0.007	8.335	5	33	12.1224	4.952
Thalidomide	O=C3NC(=O)C(N2C(=O)c1ccccc1C2(=O))CC3	O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12	0.176091259	0.00074734655	EVS	reliable	0.204	68.164	0.735	68.164	12	8	44.8	1.558	3	6.9	0	0	4	10	0.54	1.266	3.649	10	-0.028	8.905	5	32	14.2202	4.044
Aztreonam	O=C(O)C(ONC(C(=O)N=C1C(=O)N(C1C)S(=O)(=O)O)C2=CSC(=N)N2)(C)C	CC1N(C(=O)C1=NC(=O)C(NOC(C)(C)C([O-])=O)C1=CSC(N)=N1)S([O-])(=O)=O	0.176091259	-0.16280159631	EVS	reliable	-2.289	56.263	0.094	94.565	13.5	4	30.2	1.364	3.248	11.6	-2	1	0	7	0.009	1.536	3.833	11	-0.139	10.081	8	196	12.5179	4.314
Letrozole	N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3ncnc3	N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N	0.158068155	1.1587247435	EVS	reliable	2.749	138.993	3.104	138.993	22	12	51.5	2.557	3.755	15.2	0	0	8	14	9.636	1.029	3.794	19	-0.216	8.646	7	0	10.7917	4.057
Cibenzoline	N1=C(NCC1)C4CC4(c2ccccc2)(c3ccccc3)	C1C(C2=[NH+]CCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1	0	1.07022295915	EVS	reliable	1.245	110.207	3.434	110.207	13.5	15	46.2	1.758	3	5.1	1	1	10	13	11.793	1.06	3.753	13	0.113	6.754	4	0	9.9713	4.175
Acetaminophen	O=C(Nc1ccc(O)cc1)C	CC(=O)NC1=CC=C(O)C=C1	-0.788370416	-0.12598559105	EVS	reliable	0.683	54.192	1.06	54.192	8.5	5	40	1.323	2.322	5	0	0	4	7	1.123	1.179	3.289	7	0.104	7.559	2	7	9.2029	3.533
Fenoterol	Oc1ccc(cc1)CC(NCC(O)c2cc(O)cc(O)c2)C	CC(CC1=CC=C(O)C=C1)[NH2+]CC(O)C1=CC(O)=CC(O)=C1	-0.052178012	0.32443769678	EVS	reliable	1.106	86.17	-2.049	86.17	13.5	11	38.6	1.954	2.807	2.3	1	1	7	12	4.198	1.063	3.837	12	0.11	6.918	2	50	11.7474	3.214
Naloxone	O=C1CCC5(O)(C4N(CC=C)CCC25(c3c(OC12)c(O)ccc3C4))	OC1=CC=C2CC3[NH+](CC=C)CCC45C(OC1=C24)C(=O)CCC35O	-0.069635928	-0.337792105105	EVS	reliable	-0.166	75.293	-2.157	75.293	9.5	11	41.3	1.43	2.585	2.2	1	1	2	9	4.651	1.162	3.644	8	-0.007	7.14	3	27	24.0749	4.339
Rocuronium	O=C(OC3C(CC4C5CCC2CC(O)C(N1CCOCC1)CC2(C)C5(CCC34(C)))[N+]6(CC=C)(CCCC6))C	CC(=O)OC1C(CC2C3CCC4CC(O)C(CC4(C)C3CCC12C)[NH+]1CCOCC1)[N+]1(CC=C)CCCC1	-0.069635928	0.23742601045	EVS	reliable	1.139	101.434	-3.39	101.434	2.5	20	34.8	0.082	1.585	2.2	2	2	0	3	11.495	1.552	3.847	2	0.005	5.77	7	56	19.1806	3.972
Cephapirin	O=C(O)C3C(=COC(=O)C)CSC2N3(C(=O)C2(NC(=O)CSc1ccncc1))	CC(=O)OC=C1CSC2C(NC(=O)CSC3=CC=NC=C3)C(=O)N2C1C([O-])=O	-0.087150176	0.40141343656	EVS	reliable	-0.857	87.258	0.74	151.697	13.5	6	38.6	1.334	3.17	6.8	-1	0	2	11	0.548	1.265	3.787	11	0.182	9.602	7	93	13.5109	4.623
Sparfloxacin	O=C(O)C1=CN(c2c(F)c(c(F)c(N)c2(C1(=O)))N3CC(NC(C)C3)C)C4CC4	CC1CN(CC(C)[NH2+]1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C([O-])=O	-0.087150176	-0.54201109803	EVS	reliable	-0.284	80.71	-1.684	80.71	12	6	38	1.741	2.807	8	0	2	0	10	2.835	1.171	3.731	9	-0.013	7.849	9	10	15.3138	3.85
Cefotaxime	O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)C(=NOC)C1=CSC(=N)N1))	CON=C(C(=O)NC1C2SCC(COC(C)=O)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1	-0.176091259	0.12683756114	EVS	reliable	-1.319	68.121	0.218	131.619	13.5	4	34.8	1.237	3.248	10.9	-1	1	0	10	0.047	1.287	3.818	11	0.016	9.881	9	148	13.8658	4.612
Cilastatin	O=C(O)C(=NC(=O)C1CC1(C)(C))CCCCCSCC(N)C(=O)O	CC1(C)CC1C(=O)N=C(CCCCCSCC([NH3+])C([O-])=O)C([O-])=O	-0.176091259	-0.16563251802	EVS	reliable	-0.762	53.013	-2.415	85.233	6	10	32.7	0.603	2.322	4.1	-1	1	0	4	5.831	1.306	3.69	4	-0.093	7.296	3	88	13.2092	4.235
